Seed,Species,Shiny,EC,PID,Tera Type,HP,Atk,Def,SpA,SpD,Spe,Ability,Nature,Gender,Height,Weight,Scale,Drops
BC52D307,Amoonguss,No,DEF03D62,12A4DBC0,Flying,11,31,31,31,31,31,Regenerator,Brave,Female,121,88,125,8
BC82C086,Dondozo,No,DF202AE1,D3A8B31F,Fighting,21,31,31,31,31,31,Water Veil,Relaxed,Female,171,130,100,9
BCC44181,Cetitan,No,DF61ABDC,C961762E,Psychic,31,31,31,31,31,13,Sheer Force,Lax,Female,122,67,150,8
BCD0C67F,Farigiraf,No,DF6E30DA,1B6B572B,Grass,21,31,31,31,31,31,Sap Sipper,Bold,Male,249,56,125,8
BCD9E080,Dondozo,No,DF774ADB,3EE883D6,Ice,31,31,13,31,31,31,Water Veil,Brave,Female,151,160,194,8
BD2013DB,Amoonguss,No,DFBD7E36,571316AA,Water,31,31,1,31,31,31,Regenerator,Relaxed,Male,238,112,157,8
BD2D617E,Cetitan,No,DFCACBD9,6BD3322C,Electric,31,29,31,31,31,31,Sheer Force,Relaxed,Female,126,158,86,8
BD2FC67F,Farigiraf,No,DFCD30DA,66559AB9,Fighting,25,31,31,31,31,31,Sap Sipper,Serious,Female,88,180,195,8
BD47817F,Cetitan,No,DFE4EBDA,C4EE67C9,Fire,31,31,31,19,31,31,Sheer Force,Hardy,Female,23,58,148,8
BD4C0685,Farigiraf,No,DFE970E0,E7065653,Normal,31,31,14,31,31,31,Sap Sipper,Sassy,Female,237,198,193,8
BD518181,Cetitan,No,DFEEEBDC,1CFB3C2A,Psychic,31,31,14,31,31,31,Sheer Force,Modest,Female,106,201,150,8
BD668680,Farigiraf,No,E003F0DB,41281734,Ice,31,31,31,31,11,31,Sap Sipper,Naive,Female,116,178,64,8
BD784187,Cetitan,No,E015ABE2,B8191765,Flying,31,31,31,22,31,31,Sheer Force,Jolly,Male,107,188,123,8
BD9D2183,Cetitan,No,E03A8BDE,2B4F1858,Grass,31,25,31,31,31,31,Sheer Force,Docile,Female,108,70,90,8
BD9DD31E,Amoonguss,No,E03B3D79,2E8A6012,Grass,31,8,31,31,31,31,Regenerator,Impish,Female,192,96,209,8
BDA5816F,Cetitan,No,E042EBCA,4DEC5A95,Water,31,31,17,31,31,31,Sheer Force,Hasty,Female,88,136,140,8
BDAD816F,Cetitan,No,E04AEBCA,6DE3598D,Water,1,31,31,31,31,31,Sheer Force,Sassy,Female,121,167,48,8
BDAF4180,Cetitan,No,E04CABDB,64E3BEB5,Ice,31,31,31,13,31,31,Sheer Force,Docile,Female,184,163,84,8
BDBD9A00,Blissey,No,E05B045B,AD89CC62,Ice,31,30,31,31,31,31,Healer,Quiet,Female,55,85,128,8
BDCE4673,Farigiraf,No,E06BB0CE,E072168D,Ice,16,31,31,31,31,31,Sap Sipper,Lonely,Female,182,103,128,8
BDD016DD,Vaporeon,No,E06D8138,17491898,Rock,31,5,31,31,31,31,Hydration,Quirky,Male,102,213,116,8
BDD16082,Dondozo,No,E06ECADD,1C0EDBBD,Electric,31,9,31,31,31,31,Water Veil,Jolly,Female,32,62,42,8
BDEB8187,Cetitan,No,E088EBE2,759871FE,Flying,4,31,31,31,31,31,Sheer Force,Lonely,Male,140,56,116,8
BE028673,Farigiraf,No,E09FF0CE,CFDEFB3E,Ice,31,31,31,31,31,20,Sap Sipper,Jolly,Female,63,197,49,8
BE03E679,Farigiraf,No,E0A150D4,D45E1766,Bug,31,31,31,16,31,31,Sap Sipper,Timid,Male,193,148,187,8
BE08467F,Farigiraf,No,E0A5B0DA,F6D79285,Rock,31,9,31,31,31,31,Sap Sipper,Relaxed,Male,129,159,28,8
BE178183,Cetitan,No,E0B4EBDE,03E4DA25,Grass,23,31,31,31,31,31,Sheer Force,Lonely,Male,170,126,145,8
BE33C680,Farigiraf,No,E0D130DB,95099932,Ice,31,31,31,31,31,11,Sap Sipper,Adamant,Female,187,187,164,8
BE37DD85,Amoonguss,No,E0D547E0,85792AD6,Normal,31,31,30,31,31,31,Regenerator,Calm,Female,196,186,177,8
BE400181,Cetitan,No,E0DD6BDC,D58E0B28,Psychic,19,31,31,31,31,31,Sheer Force,Bashful,Female,113,95,194,8
BE408074,Dondozo,No,E0DDEACF,D790C8FB,Dragon,31,8,31,31,31,31,Water Veil,Naive,Female,103,195,227,8
BE740685,Farigiraf,No,E11170E0,85D77478,Normal,31,0,31,31,31,31,Sap Sipper,Sassy,Female,178,162,94,8
BE780164,Cetitan,No,E1156BBF,B5B97911,Fairy,31,31,31,31,31,5,Sheer Force,Impish,Female,79,124,163,8
BE7BC67B,Farigiraf,No,E11930D6,B4CB3468,Steel,31,31,31,1,31,31,Sap Sipper,Naughty,Female,124,137,150,8
BE89406D,Dondozo,No,E126AAC8,FB5ECB52,Steel,31,31,31,1,31,31,Water Veil,Relaxed,Male,232,160,172,8
BE8D3706,Vaporeon,No,E12AA161,EA0796A0,Fighting,15,31,31,31,31,31,Hydration,Adamant,Male,128,187,171,8
BEAD8186,Cetitan,No,E14AEBE1,6C861B82,Fighting,31,31,31,31,0,31,Sheer Force,Mild,Female,186,197,156,8
BEC0C167,Cetitan,No,E15E2BC2,D91D3B82,Flying,31,31,31,6,31,31,Sheer Force,Hasty,Male,117,118,138,8
BEC50687,Farigiraf,No,E16270E2,CA1CA2EB,Flying,31,31,31,31,31,31,Sap Sipper,Hasty,Male,153,104,127,8
BED4C07F,Dondozo,No,E1722ADA,09379AF1,Fairy,31,31,9,31,31,31,Water Veil,Relaxed,Female,129,139,128,9
BEDC41BB,Cetitan,No,E179AC16,2729194D,Psychic,31,31,31,31,20,31,Sheer Force,Relaxed,Male,165,38,201,8
BEE4C07B,Dondozo,No,E1822AD6,4941A8DD,Grass,31,31,31,31,19,31,Water Veil,Mild,Male,214,71,114,8
BEED8186,Cetitan,No,E18AEBE1,6C3E1342,Fighting,31,31,31,31,31,8,Sheer Force,Relaxed,Female,39,143,159,8
BEFD8680,Farigiraf,No,E19AF0DB,AC40282C,Ice,31,24,31,31,31,31,Sap Sipper,Calm,Male,149,150,35,8
BF57407F,Dondozo,No,E1F4AADA,01C45ADF,Fairy,31,31,31,31,8,31,Water Veil,Jolly,Male,146,16,164,8
BF5F79F5,Blissey,No,E1FCE450,21551933,Dark,31,31,31,31,21,31,Healer,Sassy,Female,55,230,216,8
BF7F1A10,Blissey,No,E21C846B,A0FF9660,Grass,31,31,31,31,9,31,Healer,Calm,Female,172,227,161,8
BF97C686,Farigiraf,No,E23530E1,0480EC11,Fighting,31,31,31,21,31,31,Sap Sipper,Lonely,Female,173,34,162,8
BFA40087,Dondozo,No,E2416AE2,45A9A86B,Flying,31,31,31,31,11,31,Water Veil,Modest,Male,69,139,86,8
BFE7C084,Dondozo,No,E2852ADF,445EF4A3,Poison,31,31,31,31,31,22,Water Veil,Quiet,Male,111,87,209,8
BFED0083,Dondozo,No,E28A6ADE,69596F4E,Grass,31,31,13,31,31,31,Water Veil,Impish,Female,35,232,99,8
C00A9D88,Amoonguss,No,E2A807E3,0083302F,Poison,31,31,31,31,3,31,Regenerator,Sassy,Female,188,116,177,8
C01F467F,Farigiraf,No,E2BCB0DA,2DB41A10,Normal,31,31,31,31,31,27,Sap Sipper,Gentle,Male,180,118,187,8
C033867F,Farigiraf,No,E2D0F0DA,9CD46F9C,Normal,31,31,31,24,31,31,Sap Sipper,Bold,Female,176,86,171,9
C0348183,Cetitan,No,E2D1EBDE,88B45BBE,Grass,31,31,15,31,31,31,Sheer Force,Modest,Male,71,109,183,8
C0364180,Cetitan,No,E2D3ABDB,91B5EFE5,Rock,31,14,31,31,31,31,Sheer Force,Bold,Female,118,203,143,8
C037006C,Dondozo,No,E2D46AC7,8EB799E5,Ghost,31,31,31,31,31,31,Water Veil,Rash,Male,128,132,90,8
C040F304,Amoonguss,No,E2DE5D5F,D78BB655,Psychic,31,3,31,31,31,31,Regenerator,Hardy,Male,109,100,98,8
C0430076,Dondozo,No,E2E06AD1,DE51F6F6,Fairy,31,31,31,31,31,26,Water Veil,Hasty,Male,148,128,197,8
C046FD7F,Amoonguss,No,E2E467DA,CFC0E6F8,Normal,31,31,31,10,31,31,Regenerator,Bold,Male,157,138,128,8
C05B867F,Farigiraf,No,E2F8F0DA,3C716A34,Normal,20,31,31,31,31,31,Sap Sipper,Impish,Male,98,94,196,8
C05BC679,Farigiraf,No,E2F930D4,3B711A42,Flying,31,31,31,31,31,2,Sap Sipper,Naive,Female,116,75,129,8
C06CE671,Farigiraf,No,E30A50CC,67FFFBF2,Electric,31,31,31,31,15,31,Sap Sipper,Jolly,Male,180,59,101,8
C06D807B,Dondozo,No,E30AEAD6,64791646,Bug,31,31,31,21,31,31,Water Veil,Quirky,Female,107,120,43,8
C0798671,Farigiraf,No,E316F0CC,B493BEA1,Electric,31,31,31,31,31,7,Sap Sipper,Serious,Male,143,61,57,8
C0834180,Cetitan,No,E320ABDB,DE1C7DFA,Flying,11,31,31,31,31,31,Sheer Force,Timid,Male,44,162,68,8
C0B28687,Farigiraf,No,E34FF0E2,A1461F1C,Flying,31,31,31,31,31,22,Sap Sipper,Bashful,Female,104,97,108,8
C0BBF373,Amoonguss,No,E3595DCE,BC995687,Ice,31,31,31,31,30,31,Regenerator,Lax,Female,213,151,126,8
C0BD4184,Cetitan,No,E35AABDF,A64BCF10,Dark,31,31,31,31,31,10,Sheer Force,Docile,Male,29,200,69,8
C0C3533E,Amoonguss,No,E360BD99,DD9E995F,Fighting,31,31,31,3,31,31,Regenerator,Relaxed,Male,96,207,167,8
C0CFDA08,Blissey,No,E36D4463,EBBE5B14,Poison,31,6,31,31,31,31,Healer,Timid,Female,118,136,118,8
C0F41306,Amoonguss,No,E3917D61,8AC1D83F,Fighting,31,20,31,31,31,31,Regenerator,Hasty,Female,202,136,109,8
C104C07B,Dondozo,No,E3A22AD6,C6A2DA56,Poison,31,13,31,31,31,31,Water Veil,Calm,Male,221,36,89,8
C1125180,Dondozo,No,E3AFBBDB,207D7E88,Steel,31,28,31,31,31,31,Water Veil,Lax,Male,97,77,147,8
C12F0184,Cetitan,No,E3CC6BDF,6DCC19E9,Fire,31,31,31,31,5,31,Sheer Force,Naughty,Male,238,164,163,8
C13D1370,Amoonguss,No,E3DA7DCB,A5A298CF,Grass,31,31,31,31,31,1,Regenerator,Adamant,Male,163,71,121,8
C140E080,Dondozo,No,E3DE4ADB,D6EDD98C,Electric,15,31,31,31,31,31,Water Veil,Relaxed,Female,94,237,64,8
C142D37D,Amoonguss,No,E3E03DD8,DE2D16B8,Flying,31,31,4,31,31,31,Regenerator,Calm,Female,176,247,101,8
C1780682,Farigiraf,No,E41570DD,B9B2891A,Steel,31,31,31,9,31,31,Sap Sipper,Hardy,Male,142,141,176,8
C18D0685,Farigiraf,No,E42A70E0,E631EB28,Normal,31,31,24,31,31,31,Sap Sipper,Impish,Male,146,82,95,8
C19A4088,Dondozo,No,E437AAE3,41505AE9,Poison,31,31,1,31,31,31,Water Veil,Gentle,Male,132,84,159,8
C19D8185,Cetitan,No,E43AEBE0,24505848,Normal,31,31,31,2,31,31,Sheer Force,Serious,Male,65,211,148,8
C1A1C6D2,Farigiraf,No,E43F312D,5351ECBF,Psychic,31,31,31,31,6,31,Sap Sipper,Lonely,Male,177,75,124,8
C1F18687,Farigiraf,No,E48EF0E2,941CD6BE,Flying,5,31,31,31,31,31,Sap Sipper,Calm,Female,127,149,37,8
C1FC8082,Dondozo,No,E499EADD,A8378766,Bug,31,31,5,31,31,31,Water Veil,Gentle,Female,149,226,199,8
C1FDC074,Dondozo,No,E49B2ACF,A336D6E9,Dragon,31,31,31,31,31,18,Water Veil,Rash,Female,163,136,95,8
C2224084,Dondozo,No,E4BFAADF,5F6B2053,Electric,31,31,8,31,31,31,Water Veil,Relaxed,Male,44,104,133,8
C223F304,Amoonguss,No,E4C15D5F,5A32DB96,Dark,31,31,31,31,18,31,Regenerator,Timid,Female,106,141,147,8
C22D4175,Cetitan,No,E4CAABD0,636C3B8B,Dark,31,31,31,31,31,11,Sheer Force,Lonely,Male,22,95,139,8
C24C4086,Dondozo,No,E4E9AAE1,E710DBFF,Fighting,13,31,31,31,31,31,Water Veil,Docile,Female,196,44,157,8
C24D004F,Dondozo,No,E4EA6AAA,E4151866,Water,31,31,31,31,31,1,Water Veil,Lax,Female,131,122,144,8
C250067F,Farigiraf,No,E4ED70DA,1824FD6D,Normal,31,25,31,31,31,31,Sap Sipper,Naive,Male,237,153,123,8
C25EC684,Farigiraf,No,E4FC30DF,2D2D277F,Normal,31,31,31,30,31,31,Sap Sipper,Brave,Female,174,115,111,8
C2843A00,Blissey,No,E521A45B,C9BC300E,Ice,31,31,31,0,31,31,Healer,Adamant,Female,181,138,92,8
C285118D,Dondozo,No,E5227BE8,C5171646,Steel,21,31,31,31,31,31,Water Veil,Adamant,Male,77,139,199,8
C289C088,Dondozo,No,E5272AE3,F1DDEBE9,Poison,31,3,31,31,31,31,Water Veil,Calm,Male,196,160,106,8
C2B30088,Dondozo,No,E5506AE3,9D0E56F7,Poison,31,31,22,31,31,31,Water Veil,Adamant,Male,170,144,143,9
C2D54172,Cetitan,No,E572ABCD,03AD39AE,Psychic,3,31,31,31,31,31,Sheer Force,Relaxed,Male,177,166,177,9
C311C085,Dondozo,No,E5AF2AE0,1078ED56,Normal,31,31,31,31,31,31,Water Veil,Naughty,Male,82,132,233,8
C3268082,Dondozo,No,E5C3EADD,4D887FEE,Ice,1,31,31,31,31,31,Water Veil,Docile,Male,145,199,99,8
C366017E,Cetitan,No,E6036BD9,4F4C99A3,Fighting,31,24,31,31,31,31,Sheer Force,Brave,Male,125,163,102,8
C38899FF,Blissey,No,E626045A,F62256F7,Normal,31,31,31,26,31,31,Healer,Jolly,Female,131,136,129,8
C3A08081,Dondozo,No,E63DEADC,561A43B1,Fairy,31,31,31,31,31,27,Water Veil,Hasty,Female,159,48,83,8
C3A456FF,Vaporeon,No,E641C15A,474C183A,Normal,31,31,31,31,31,5,Hydration,Brave,Female,227,40,98,8
C3A54082,Dondozo,No,E642AADD,4316D833,Fire,31,31,31,21,31,31,Water Veil,Modest,Female,135,180,90,8
C3A68085,Dondozo,No,E643EAE0,4E18746F,Normal,31,14,31,31,31,31,Water Veil,Hasty,Male,146,66,198,8
C3CEC085,Dondozo,No,E66C2AE0,ECC337CF,Normal,31,31,31,31,0,31,Water Veil,Serious,Female,86,24,190,8
C3F35305,Amoonguss,No,E690BD60,9B281652,Normal,31,31,31,31,31,22,Regenerator,Jolly,Female,146,211,78,8
C3F8C04F,Dondozo,No,E6962AAA,B4F9D80A,Water,31,31,31,31,31,30,Water Veil,Impish,Female,193,63,157,8
C403B185,Dondozo,No,E6A11BE0,E04DD793,Normal,31,31,31,31,31,23,Water Veil,Hasty,Female,123,89,43,8
C41A8186,Cetitan,No,E6B7EBE1,4525AEA7,Fighting,31,31,31,31,16,31,Sheer Force,Adamant,Male,26,217,129,8
C41EC188,Cetitan,No,E6BC2BE3,3420FF18,Poison,31,18,31,31,31,31,Sheer Force,Careful,Female,106,172,74,8
C4200684,Farigiraf,No,E6BD70DF,5F41D8DF,Normal,31,31,31,31,14,31,Sap Sipper,Timid,Male,176,56,98,8
C44F0071,Dondozo,No,E6EC6ACC,F2D71683,Electric,31,31,31,30,31,31,Water Veil,Gentle,Male,83,7,106,8
C4648672,Farigiraf,No,E701F0CD,4CF798EB,Psychic,2,31,31,31,31,31,Sap Sipper,Sassy,Male,166,128,145,8
C48C8198,Cetitan,No,E729EBF3,ED9D495C,Steel,31,8,31,31,31,31,Sheer Force,Quirky,Male,171,83,81,8
C4920671,Farigiraf,No,E72F70CC,279E56E8,Electric,15,31,31,31,31,31,Sap Sipper,Mild,Female,200,190,100,8
C4B88084,Dondozo,No,E755EADF,BDD35BA7,Ghost,31,26,31,31,31,31,Water Veil,Mild,Female,157,156,212,8
C4DD007A,Dondozo,No,E77A6AD5,2B7317CB,Grass,31,31,31,31,10,31,Water Veil,Modest,Female,196,127,176,8
C4F6C184,Cetitan,No,E7942BDF,948DDCB5,Poison,31,31,22,31,31,31,Sheer Force,Hasty,Female,92,43,117,8
C4FF8064,Dondozo,No,E79CEABF,B199C412,Ghost,22,31,31,31,31,31,Water Veil,Relaxed,Female,130,67,125,8
C5148071,Dondozo,No,E7B1EACC,0C31BC59,Electric,31,31,21,31,31,31,Water Veil,Careful,Female,34,163,114,8
C51BC182,Cetitan,No,E7B92BDD,3F46577B,Fighting,31,31,31,31,31,13,Sheer Force,Hasty,Male,52,133,85,8
C52BD302,Amoonguss,No,E7C93D5D,7F1A4999,Fighting,31,31,31,31,31,17,Regenerator,Bashful,Male,5,48,113,8
C5411305,Amoonguss,No,E7DE7D60,D9ACD34E,Normal,31,31,31,5,31,31,Regenerator,Quiet,Female,94,169,79,8
C5511303,Amoonguss,No,E7EE7D5E,19BADD3C,Fire,31,31,18,31,31,31,Regenerator,Mild,Female,116,35,93,8
C564DD85,Amoonguss,No,E80247E0,4AB9BB80,Normal,31,31,31,4,31,31,Regenerator,Docile,Female,187,137,159,8
C57AD185,Dondozo,No,E8183BE0,C2E979BF,Normal,18,31,31,31,31,31,Water Veil,Serious,Female,181,70,192,8
C5A24083,Dondozo,No,E83FAADE,65DBF9D3,Electric,31,31,6,31,31,31,Water Veil,Modest,Female,116,114,79,8
C5AC9300,Amoonguss,No,E849FD5B,6CA2FA06,Bug,31,31,31,31,31,31,Regenerator,Mild,Male,154,235,151,8
C5DBC686,Farigiraf,No,E87930E1,3F82599F,Fighting,27,31,31,31,31,31,Sap Sipper,Hasty,Female,183,224,159,8
C5E05184,Dondozo,No,E87DBBDF,5D5DBCF6,Fighting,31,31,31,31,21,31,Water Veil,Bashful,Male,124,39,146,8
C5F8017B,Cetitan,No,E8956BD6,BEB59766,Bug,31,28,31,31,31,31,Sheer Force,Relaxed,Female,95,163,79,8
C60D21A4,Cetitan,No,E8AA8BFF,E84E5AA6,Bug,31,31,5,31,31,31,Sheer Force,Bold,Male,107,137,33,8
C618F722,Vaporeon,No,E8B6617D,39B8E969,Fire,31,31,31,15,31,31,Hydration,Hardy,Male,145,166,134,8
C630F723,Vaporeon,No,E8CE617E,99CDEA82,Flying,10,31,31,31,31,31,Hydration,Impish,Male,89,183,154,8
C6525181,Dondozo,No,E8EFBBDC,23E59BC2,Flying,31,31,31,31,5,31,Water Veil,Careful,Female,158,213,192,8
C65A0683,Farigiraf,No,E8F770DE,44B0E7F6,Grass,31,31,31,31,31,25,Sap Sipper,Serious,Female,112,97,213,8
C667C688,Farigiraf,No,E90530E3,4DB89A8F,Poison,31,31,31,31,23,31,Sap Sipper,Careful,Male,110,132,4,8
C68A4082,Dondozo,No,E927AADD,045E97FD,Water,31,31,31,13,31,31,Water Veil,Bold,Male,21,176,129,8
C6B1D718,Vaporeon,No,E94F4173,96BF21DD,Fairy,12,31,31,31,31,31,Hydration,Docile,Male,207,80,178,8
C6B27A08,Blissey,No,E94FE463,A473D91D,Poison,31,31,30,31,31,31,Healer,Serious,Female,76,109,175,8
C6BA5307,Amoonguss,No,E957BD62,C4D69840,Flying,31,31,31,9,31,31,Regenerator,Gentle,Male,156,136,107,8
C6BB6083,Dondozo,No,E958CADE,C015D9F1,Fairy,31,7,31,31,31,31,Water Veil,Timid,Male,216,130,106,8
C6C18077,Dondozo,No,E95EEAD2,D71FFC29,Steel,8,31,31,31,31,31,Water Veil,Careful,Male,239,106,105,8
C6C80081,Dondozo,No,E9656ADC,FD252406,Bug,31,31,31,20,31,31,Water Veil,Relaxed,Male,180,103,180,8
C6E44677,Farigiraf,No,E981B0D2,4C26AE7E,Steel,5,31,31,31,31,31,Sap Sipper,Modest,Male,123,137,120,8
C6E4C683,Farigiraf,No,E98230DE,4A25EF28,Steel,1,31,31,31,31,31,Sap Sipper,Brave,Female,201,97,114,8
C74FC070,Dondozo,No,E9ED2ACB,ECB75779,Grass,31,31,31,23,31,31,Water Veil,Bashful,Female,100,179,126,8
C7654684,Farigiraf,No,EA02B0DF,46D659B5,Psychic,24,31,31,31,31,31,Sap Sipper,Mild,Female,134,74,111,8
C76A867A,Farigiraf,No,EA07F0D5,81E61927,Ghost,21,31,31,31,31,31,Sap Sipper,Gentle,Male,96,108,54,9
C7790086,Dondozo,No,EA166AE1,B7EC1877,Fighting,31,31,31,31,26,31,Water Veil,Hardy,Female,75,132,240,8
C77CA680,Farigiraf,No,EA1A10DB,A96F5AAE,Ice,31,31,31,31,31,2,Sap Sipper,Relaxed,Male,144,75,71,8
C7EFC082,Dondozo,No,EA8D2ADD,6D67B3D1,Fairy,23,31,31,31,31,31,Water Veil,Modest,Male,108,160,218,8
C80F2083,Dondozo,No,EAAC8ADE,F60C761F,Fire,26,31,31,31,31,31,Water Veil,Modest,Male,188,134,94,8
C81556F6,Vaporeon,No,EAB2C151,0E6B70CC,Fairy,31,31,5,31,31,31,Hydration,Bold,Male,135,119,68,8
C8181702,Vaporeon,No,EAB5815D,417A679F,Fighting,13,31,31,31,31,31,Hydration,Relaxed,Male,64,153,66,8
C82D8186,Cetitan,No,EACAEBE1,6BAA98B0,Fighting,31,3,31,31,31,31,Sheer Force,Calm,Female,99,119,23,8
C84CFA06,Blissey,No,EAEA6461,F0AD3FBC,Fighting,31,31,19,31,31,31,Healer,Jolly,Female,160,37,149,8
C87E0088,Dondozo,No,EB1B6AE3,B98B5816,Poison,31,22,31,31,31,31,Water Veil,Mild,Female,58,130,74,8
C8977181,Dondozo,No,EB34DBDC,1769166F,Dragon,27,31,31,31,31,31,Water Veil,Quiet,Female,147,129,98,8
C8B91704,Vaporeon,No,EB56815F,BE0582D8,Flying,31,28,31,31,31,31,Hydration,Relaxed,Male,207,111,206,8
C8CB3D87,Amoonguss,No,EB68A7E2,063BD8BE,Flying,1,31,31,31,31,31,Regenerator,Jolly,Male,86,126,132,8
C8D86179,Cetitan,No,EB75CBD4,437A1A55,Normal,31,31,31,31,31,5,Sheer Force,Brave,Male,74,102,59,8
C8DF4078,Dondozo,No,EB7CAAD3,36F21C17,Normal,31,31,31,0,31,31,Water Veil,Lonely,Male,103,107,44,8
C9148057,Dondozo,No,EBB1EAB2,0EB3D87F,Fire,31,31,31,31,31,31,Water Veil,Mild,Female,198,139,161,8
C919C077,Dondozo,No,EBB72AD2,3BBD6EFE,Fire,31,31,31,24,31,31,Water Veil,Modest,Male,165,119,85,8
C92DA686,Farigiraf,No,EBCB10E1,6B669695,Fighting,31,31,31,31,16,31,Sap Sipper,Mild,Male,113,135,111,8
C9322180,Cetitan,No,EBCF8BDB,A959EC7C,Rock,31,31,29,31,31,31,Sheer Force,Mild,Male,155,54,125,8
C94201B0,Cetitan,No,EBDF6C0B,E87416BA,Grass,25,31,31,31,31,31,Sheer Force,Docile,Female,173,192,141,8
C965E075,Dondozo,No,EC034AD0,4C101254,Dark,31,31,31,31,31,16,Water Veil,Serious,Male,169,91,112,8
C9688685,Farigiraf,No,EC05F0E0,7EA3172B,Normal,31,25,31,31,31,31,Sap Sipper,Jolly,Female,104,91,99,8
C98C8173,Cetitan,No,EC29EBCE,EF4059E7,Ice,31,31,31,31,31,31,Sheer Force,Sassy,Female,87,127,204,8
C9B11A07,Blissey,No,EC4E8462,9D105A83,Flying,31,6,31,31,31,31,Healer,Gentle,Female,95,134,138,8
C9B7A673,Farigiraf,No,EC5510CE,93E01998,Ice,31,31,31,31,16,31,Sap Sipper,Gentle,Female,116,124,64,8
CA14A17F,Cetitan,No,ECB20BDA,0DD73275,Fighting,31,31,31,31,24,31,Sheer Force,Bashful,Female,229,82,187,8
CA1D3A00,Blissey,No,ECBAA45B,2C425B9F,Rock,31,31,20,31,31,31,Healer,Brave,Female,158,120,64,8
CA2D4681,Farigiraf,No,ECCAB0DC,6C861975,Ground,31,31,31,17,31,31,Sap Sipper,Relaxed,Male,83,110,100,8
CA53C088,Dondozo,No,ECF12AE3,22209AD7,Poison,31,31,31,31,14,31,Water Veil,Gentle,Male,109,145,175,8
CA5E96F6,Vaporeon,No,ECFC0151,356E212D,Fairy,31,11,31,31,31,31,Hydration,Relaxed,Male,91,75,130,8
CA610051,Dondozo,No,ECFE6AAC,5B3394BF,Electric,31,31,31,31,31,31,Water Veil,Lax,Male,135,29,98,8
CA94C059,Dondozo,No,ED322AB4,0EE356FB,Poison,31,7,31,31,31,31,Water Veil,Calm,Male,92,75,193,8
CAB64672,Farigiraf,No,ED53B0CD,99006497,Psychic,22,31,31,31,31,31,Sap Sipper,Impish,Male,166,83,63,8
CABD6177,Cetitan,No,ED5ACBD2,AD886D0D,Fire,31,3,31,31,31,31,Sheer Force,Quiet,Male,187,197,29,9
CAC5918D,Dondozo,No,ED62FBE8,C9DD9690,Steel,31,26,31,31,31,31,Water Veil,Mild,Female,58,72,130,8
CACF8680,Farigiraf,No,ED6CF0DB,F18C9A2A,Water,31,31,31,29,31,31,Sap Sipper,Jolly,Male,116,201,138,8
CAE58180,Cetitan,No,ED82EBDB,49B9D874,Rock,31,31,4,31,31,31,Sheer Force,Bold,Male,12,246,108,8
CB286086,Dondozo,No,EDC5CAE1,80129A16,Fighting,31,31,28,31,31,31,Water Veil,Mild,Female,83,132,140,8
CB2B405B,Dondozo,No,EDC8AAB6,83948B47,Ghost,31,31,31,7,31,31,Water Veil,Careful,Male,106,73,135,8
CB384088,Dondozo,No,EDD5AAE3,BFA47411,Poison,31,4,31,31,31,31,Water Veil,Lax,Male,33,116,128,8
CB42BA08,Blissey,No,EDE02463,E4C9EF00,Poison,16,31,31,31,31,31,Healer,Bashful,Female,94,208,187,8
CB798081,Dondozo,No,EE16EADC,B86C2080,Normal,31,31,25,31,31,31,Water Veil,Bashful,Female,69,119,211,8
CB9781BB,Cetitan,No,EE34EC16,1109576F,Dragon,31,31,31,31,3,31,Sheer Force,Serious,Male,93,120,52,8
CB9DD707,Vaporeon,No,EE3B4162,2A465564,Flying,31,31,28,31,31,31,Hydration,Hardy,Male,104,132,233,8
CB9FF724,Vaporeon,No,EE3D617F,32C7BD05,Rock,31,31,31,31,31,18,Hydration,Serious,Male,162,184,130,8
CBB0C183,Cetitan,No,EE4E2BDE,9E280ABF,Dragon,31,31,3,31,31,31,Sheer Force,Rash,Female,142,63,61,8
CBB4C07F,Dondozo,No,EE522ADA,8E269A02,Fighting,31,31,16,31,31,31,Water Veil,Lax,Male,65,117,16,8
CBBB0187,Cetitan,No,EE586BE2,C33171CC,Flying,31,31,31,31,31,5,Sheer Force,Rash,Male,224,152,134,8
CBBCE086,Dondozo,No,EE5A4AE1,AEB1991A,Fighting,19,31,31,31,31,31,Water Veil,Rash,Female,49,74,139,8
CBDFC084,Dondozo,No,EE7D2ADF,31D619D7,Normal,31,31,31,1,31,31,Water Veil,Bashful,Male,32,41,94,8
CC290083,Dondozo,No,EEC66ADE,8232193D,Electric,0,31,31,31,31,31,Water Veil,Jolly,Female,164,110,175,8
CC968674,Farigiraf,No,EF33F0CF,1C9D5A5F,Dragon,31,25,31,31,31,31,Sap Sipper,Quiet,Male,112,109,164,8
CCB1E084,Dondozo,No,EF4F4ADF,A14B68C2,Flying,31,31,31,31,2,31,Water Veil,Timid,Female,39,76,179,8
CCB50679,Farigiraf,No,EF5270D4,92BE1AEA,Water,31,31,31,31,31,10,Sap Sipper,Docile,Female,58,147,145,8
CCB65A07,Blissey,No,EF53C462,9FAF5799,Flying,31,31,31,31,31,14,Healer,Impish,Female,209,241,83,8
CCB8E050,Dondozo,No,EF564AAB,C552975D,Grass,31,31,19,31,31,31,Water Veil,Quiet,Female,54,197,99,8
CCCA59F4,Blissey,No,EF67C44F,0F4B17F6,Dragon,31,30,31,31,31,31,Healer,Naughty,Female,192,96,91,8
