Seed	Shiny	Stars	Species	Level	TeraType	EC	PID	HP	ATK	DEF	SPA	SPD	SPE	Ability	Nature	Gender	Height	Weight	Scale	Move1	Move2	Move3	Move4	EventIndex	Calcs	
0074B89F	Star	3	Noctowl	35	Steel	231222FA	84CF220E	15	8	31	30	31	3	Keen Eye (2)	Relaxed	♀	130	183	76	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	7649439	
0074E061	Star	4	Mightyena	45	Electric	23124ABC	DFCD790C	0	31	6	31	10	31	Moxie (H)	Calm	♂	232	186	229	Crunch	Play Rough	Howl	Take Down	0	7659617	
0074FB37	Star	3	Clefairy	35	Dark	23126592	61E8C729	11	6	31	29	8	31	Magic Guard (2)	Bashful	♂	196	155	75	Meteor Mash	Dazzling Gleam	Encore	Charm	0	7666487	
00751A9B	Star	5	Mienshao	75	Ground	231284F6	FAB45C75	31	31	23	31	19	31	Regenerator (2)	Mild	♀	209	189	162	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	7674523	
00752BD5	Star	4	Clefable	45	Dark	23129630	0369A5A8	31	20	9	31	16	31	Magic Guard (2)	Relaxed	♀	120	148	92	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	7678933	
00753ED3	Star	4	Illumise	45	Ice	2312A92E	0289A448	31	9	9	25	31	31	Tinted Lens (2)	Rash	♀	98	81	120	Bug Buzz	Giga Drain	Quick Attack	Attract	0	7683795	
007559E7	Star	4	Piloswine	45	Flying	2312C442	5353F592	31	31	31	26	16	18	Oblivious (1)	Impish	♀	178	197	165	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	7690727	
007562EC	Star	5	Kommo-o	75	Ghost	2312CD47	5526F3E7	31	31	31	10	18	31	Bulletproof (1)	Gentle	♀	141	67	176	Brick Break	Dragon Claw	Boomburst	Scary Face	0	7693036	
00758262	Star	4	Hakamo-o	45	Poison	2312ECBD	91BB377A	10	29	31	31	31	26	Overcoat (H)	Hardy	♀	190	141	152	Dragon Claw	Screech	Close Combat	Metal Claw	0	7701090	
00758EFB	Star	5	Ludicolo	75	Ground	2312F956	F88E5E4F	12	31	31	31	15	31	Rain Dish (2)	Rash	♀	213	115	128	Energy Ball	Surf	Fake Out	Trailblaze	0	7704315	
00759DA3	Star	3	Ekans	35	Dark	231307FE	967F30BE	31	31	22	21	24	12	Unnerve (H)	Quirky	♂	161	116	219	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	7708067	
0075A554	Star	4	Dusclops	45	Dragon	23130FAF	89AB2F6A	31	10	31	31	22	1	Frisk (H)	Hardy	♂	168	181	54	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	7710036	
0075AAE6	Star	4	Mightyena	45	Fighting	23131541	CC286AE9	2	31	2	31	31	31	Quick Feet (2)	Adamant	♂	144	134	190	Crunch	Play Rough	Howl	Take Down	0	7711462	
0075BB16	Star	4	Piloswine	45	Fairy	23132571	BC241AE5	14	20	31	31	8	31	Oblivious (1)	Impish	♀	148	187	118	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	7715606	
0075BFFC	Star	5	Probopass	75	Grass	23132A57	21F18730	25	31	31	31	31	10	Sand Force (H)	Serious	♂	10	100	46	Body Press	Power Gem	Flash Cannon	Harden	0	7716860	
0075CEF0	Star	5	Ludicolo	75	Grass	2313394B	648CC24D	23	30	31	31	31	31	Rain Dish (2)	Careful	♂	186	157	190	Energy Ball	Surf	Fake Out	Trailblaze	0	7720688	
0075DE5F	Star	4	Piloswine	45	Steel	231348BA	817827B9	31	7	27	31	21	31	Snow Cloak (2)	Bold	♀	73	123	50	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	7724639	
0075F255	Star	4	Hakamo-o	45	Dark	23135CB0	FF825943	2	31	22	31	31	22	Bulletproof (1)	Impish	♀	121	119	184	Dragon Claw	Screech	Close Combat	Metal Claw	0	7729749	
00761251	Star	4	Hakamo-o	45	Electric	23137CAC	BA171CD6	24	31	0	31	31	17	Soundproof (2)	Bold	♀	80	92	145	Dragon Claw	Screech	Close Combat	Metal Claw	0	7737937	
00765396	Star	5	Snorlax	75	Fairy	2313BDF1	F6865047	20	31	31	6	31	31	Immunity (1)	Bold	♂	123	198	208	Body Slam	Heavy Slam	Bite	Mud-Slap	0	7754646	
00766FDD	Square	4	Dusclops	45	Water	2313DA38	063CA0FC	31	23	9	31	18	31	Pressure (1)	Gentle	♂	203	197	24	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	7761885	
00767DAB	Star	3	Mienfoo	35	Bug	2313E806	CBEB6D2A	5	31	31	6	31	18	Inner Focus (1)	Rash	♂	188	148	184	Force Palm	Fake Out	Knock Off	Feint	0	7765419	
00767F98	Star	4	Dipplin	45	Ghost	2313E9F3	38009EC1	31	31	10	23	18	31	Gluttony (2)	Impish	♂	195	133	38	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	7765912	
007687D6	Star	4	Hakamo-o	45	Fairy	2313F231	0F34A9F5	3	31	22	18	31	31	Bulletproof (1)	Quiet	♀	105	73	103	Dragon Claw	Screech	Close Combat	Metal Claw	0	7768022	
00769BE8	Star	4	Clefable	45	Poison	23140643	D15E779F	26	31	24	31	28	31	Unaware (H)	Modest	♂	72	166	158	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	7773160	
0076ACAF	Star	3	Gurdurr	35	Water	2314170A	1539B3F8	3	31	8	8	8	31	Sheer Force (2)	Naughty	♂	163	110	173	Low Kick	Rock Slide	Scary Face	Slam	0	7777455	
0076DA47	Star	4	Dusclops	45	Flying	231444A2	852C23ED	31	9	21	25	31	31	Pressure (1)	Brave	♂	147	190	108	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	7789127	
0076FF1A	Star	4	Ariados	45	Rock	23146975	B0FE163F	31	31	1	31	14	14	Swarm (1)	Sassy	♂	123	106	152	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	7798554	
007712FE	Star	5	Kommo-o	75	Fire	23147D59	2F6289A3	31	4	19	31	31	31	Overcoat (H)	Calm	♀	165	48	53	Brick Break	Dragon Claw	Boomburst	Scary Face	0	7803646	
007743CC	Star	4	Ribombee	45	Ghost	2314AE27	30A89669	16	31	31	31	8	31	Sweet Veil (H)	Hasty	♀	79	35	85	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	7816140	
00777791	Star	4	Leavanny	45	Electric	2314E1EC	3D689BA9	25	31	8	4	31	31	Overcoat (H)	Adamant	♀	163	82	151	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	7829393	
0077930C	Star	4	Crawdaunt	45	Ghost	2314FD67	7966DFA7	31	31	23	31	31	13	Shell Armor (2)	Naughty	♀	154	80	55	Knock Off	Crabhammer	Aqua Jet	Taunt	0	7836428	
00782AB8	Star	3	Noctowl	35	Ghost	23159513	143CB2FD	31	31	21	7	11	27	Keen Eye (2)	Gentle	♂	71	116	135	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	7875256	
00783E4A	Star	4	Piloswine	45	Rock	2315A8A5	47EAE12B	1	31	31	31	5	30	Thick Fat (H)	Hasty	♀	103	136	184	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	7880266	
00784B01	Star	5	Conkeldurr	75	Normal	2315B55C	4FBEE97F	31	31	28	31	5	31	Guts (1)	Quiet	♂	32	209	160	Hammer Arm	Stone Edge	Superpower	Scary Face	0	7883521	
00785A48	Star	4	Graveler-Normal	45	Poison	2315C4A3	A65C009D	30	31	31	17	6	31	Rock Head (1)	Adamant	♀	165	230	206	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	7887432	
00786011	Square	3	Swadloon	35	Electric	2315CA6C	E1D24712	30	31	13	31	23	31	Leaf Guard (1)	Gentle	♀	131	241	171	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	7888913	
007879E8	Star	4	Magcargo	45	Poison	2315E443	38EC9E2D	31	28	10	31	31	25	Magma Armor (1)	Quiet	♀	125	60	138	Flamethrower	Rock Tomb	Harden	Rock Slide	0	7895528	
00787C93	Star	4	Piloswine	45	Ice	2315E6EE	E9E44F25	27	31	31	31	17	8	Snow Cloak (2)	Lax	♀	124	112	108	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	7896211	
00788E8A	Star	5	Golem-Normal	75	Rock	2315F8E5	E5A04361	31	27	13	31	31	31	Rock Head (1)	Hasty	♂	66	96	122	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	7900810	
0078A9D1	Star	4	Magcargo	45	Electric	2316142C	213087F1	20	6	31	31	22	31	Magma Armor (1)	Lax	♂	151	191	145	Flamethrower	Rock Tomb	Harden	Rock Slide	0	7907793	
0078D7D7	Star	4	Magcargo	45	Dark	23164232	39679FA6	4	22	31	25	31	31	Flame Body (2)	Bold	♂	102	195	129	Flamethrower	Rock Tomb	Harden	Rock Slide	0	7919575	
0078DE87	Star	5	Ludicolo	75	Flying	231648E2	CF9A695B	15	31	16	31	31	31	Swift Swim (1)	Serious	♂	211	34	153	Energy Ball	Surf	Fake Out	Trailblaze	0	7921287	
0078F775	Star	5	Ludicolo	75	Dark	231661D0	9D953B54	31	31	24	10	31	31	Rain Dish (2)	Hasty	♀	45	91	122	Energy Ball	Surf	Fake Out	Trailblaze	0	7927669	
007904CB	Star	4	Leavanny	45	Bug	23166F26	0E59A898	31	6	31	13	15	31	Overcoat (H)	Adamant	♂	136	207	85	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	7931083	
00793153	Star	4	Hakamo-o	45	Ice	23169BAE	BE941855	31	1	23	20	31	31	Overcoat (H)	Lonely	♀	103	202	215	Dragon Claw	Screech	Close Combat	Metal Claw	0	7942483	
00793F43	Star	3	Lombre	35	Flying	2316A99E	42E3E422	20	31	17	0	31	17	Rain Dish (2)	Quirky	♂	111	144	190	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	7946051	
00794E93	Star	5	Victreebel	75	Ice	2316B8EE	F1BF577E	31	5	31	15	31	31	Gluttony (H)	Naive	♀	198	132	171	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	7949971	
00796723	Star	3	Sandshrew-Normal	35	Fighting	2316D17E	17C0B101	16	31	30	24	31	30	Sand Rush (H)	Gentle	♂	179	132	44	Flail	Bulldoze	Slash	Sandstorm	0	7956259	
00799966	Star	4	Ariados	45	Fighting	231703C1	674EC18F	31	18	31	1	19	31	Insomnia (2)	Impish	♂	163	148	69	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	7969126	
0079BDC5	Star	4	Ribombee	45	Normal	23172820	C89D6E5C	31	26	31	1	31	19	Shield Dust (2)	Hardy	♂	53	126	124	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	7978437	
0079EA75	Star	5	Vikavolt	75	Dark	231754D0	C8116ED0	5	24	31	31	31	31	Levitate (1)	Hasty	♀	188	96	114	Discharge	Bug Buzz	Solar Beam	Zap Cannon	0	7989877	
007A04D7	Star	4	Leavanny	45	Dark	23176F32	3E5B989A	31	31	31	22	13	11	Overcoat (H)	Quirky	♂	179	125	54	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	7996631	
007A2AA0	Square	4	Mightyena	45	Steel	231794FB	340892C8	31	14	31	12	31	31	Intimidate (1)	Lax	♂	184	234	216	Crunch	Play Rough	Howl	Take Down	0	8006304	
007A4617	Star	3	Chingling	35	Dark	2317B072	7B4BDD8A	7	0	31	17	31	23	Levitate (1)	Bashful	♂	125	186	105	Confusion	Yawn	Last Resort	Uproar	0	8013335	
007A6F38	Star	3	Nuzleaf	35	Ghost	2317D993	0B16ADD7	22	31	27	4	4	31	Chlorophyll (1)	Bashful	♂	164	36	73	Razor Leaf	Take Down	Fake Out	Payback	0	8023864	
007A7259	Star	4	Hakamo-o	45	Bug	2317DCB4	B1941755	28	31	9	31	31	10	Overcoat (H)	Quirky	♀	111	150	54	Dragon Claw	Screech	Close Combat	Metal Claw	0	8024665	
007A7559	Square	4	Magcargo	45	Bug	2317DFB4	BBF51D35	31	31	7	31	3	16	Magma Armor (1)	Bold	♂	203	133	74	Flamethrower	Rock Tomb	Harden	Rock Slide	0	8025433	
007A7C1B	Star	5	Vikavolt	75	Ground	2317E676	881D2EDC	31	24	31	31	4	31	Levitate (1)	Rash	♀	141	201	201	Discharge	Bug Buzz	Solar Beam	Zap Cannon	0	8027163	
007A9952	Star	4	Ariados	45	Psychic	231803AD	B77F11BE	31	13	31	31	15	17	Insomnia (2)	Calm	♂	106	94	95	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	8034642	
007AA18C	Star	3	Noctowl	35	Ghost	23180BE7	0DC1AB00	14	31	31	3	8	28	Tinted Lens (H)	Lax	♀	67	82	90	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	8036748	
007AA888	Star	5	Victreebel	75	Poison	231812E3	0224A4E5	31	31	21	28	31	31	Chlorophyll (1)	Calm	♂	180	69	122	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	8038536	
007AABB3	Star	3	Ekans	35	Ice	2318160E	1B04BDC5	17	31	31	17	26	6	Intimidate (1)	Lonely	♂	112	110	166	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	8039347	
007ACFC2	Star	3	Nuzleaf	35	Poison	23183A1D	0CB7AA76	7	20	26	31	31	29	Chlorophyll (1)	Calm	♀	127	85	42	Razor Leaf	Take Down	Fake Out	Payback	0	8048578	
007AE2F0	Star	5	Kommo-o	75	Grass	23184D4B	5726F1E7	12	31	31	2	31	31	Overcoat (H)	Impish	♂	146	108	65	Brick Break	Dragon Claw	Boomburst	Scary Face	0	8053488	
007B070B	Star	3	Sandshrew-Normal	35	Bug	23187166	425FE49E	4	5	31	31	20	13	Sand Rush (H)	Naive	♀	54	63	172	Flail	Bulldoze	Slash	Sandstorm	0	8062731	
007B3BE9	Star	4	Clefable	45	Ground	2318A644	2ED68817	22	31	31	12	31	24	Unaware (H)	Rash	♀	107	111	128	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	8076265	
007B5DB4	Star	3	Mienfoo	35	Dragon	2318C80F	D0407681	31	31	24	3	9	23	Inner Focus (1)	Serious	♂	200	197	55	Force Palm	Fake Out	Knock Off	Feint	0	8084916	
007B695E	Star	4	Ariados	45	Fire	2318D3B9	A54F038E	31	26	2	31	31	26	Sniper (H)	Rash	♀	196	184	222	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	8087902	
007B926A	Star	4	Hakamo-o	45	Rock	2318FCC5	6178C7B9	31	8	31	31	23	31	Bulletproof (1)	Modest	♀	237	37	96	Dragon Claw	Screech	Close Combat	Metal Claw	0	8098410	
007B985D	Star	4	Graveler-Normal	45	Water	231902B8	800426C5	2	31	31	10	31	6	Sturdy (2)	Naughty	♀	86	150	137	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	8099933	
007B9CA6	Star	3	Gurdurr	35	Fighting	23190701	A1540795	31	29	27	31	8	12	Iron Fist (H)	Quirky	♂	69	104	37	Low Kick	Rock Slide	Scary Face	Slam	0	8101030	
007BA311	Star	3	Swadloon	35	Electric	23190D6C	FADA5C1B	18	9	29	31	31	11	Chlorophyll (2)	Careful	♂	76	83	73	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	8102673	
007BB0CB	Star	4	Ariados	45	Bug	23191B26	CC896A48	31	31	31	24	14	12	Swarm (1)	Quiet	♂	40	155	123	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	8106187	
007BE1FB	Star	5	Vikavolt	75	Ground	23194C56	59EDFF2C	20	31	31	31	31	16	Levitate (1)	Jolly	♀	190	151	152	Discharge	Bug Buzz	Solar Beam	Zap Cannon	0	8118779	
007BE6C4	Square	4	Ribombee	45	Poison	2319511F	40BAE67A	0	31	12	2	31	31	Sweet Veil (H)	Serious	♂	84	21	43	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	8120004	
007BE76B	Star	4	Furret	45	Bug	231951C6	E7CF410E	0	31	31	31	20	3	Keen Eye (2)	Calm	♀	57	147	170	Take Down	Flamethrower	Sucker Punch	Charm	0	8120171	
007BFFC4	Star	4	Dusclops	45	Poison	23196A1F	4696E057	17	31	31	31	10	29	Pressure (1)	Lonely	♀	190	170	72	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	8126404	
007C09D1	Star	4	Magcargo	45	Electric	2319742C	D2B87479	3	31	31	8	31	13	Weak Armor (H)	Gentle	♀	156	121	171	Flamethrower	Rock Tomb	Harden	Rock Slide	0	8128977	
007C429E	Star	3	Ekans	35	Fire	2319ACF9	18A7BE66	31	1	30	16	31	11	Intimidate (1)	Rash	♂	222	102	166	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	8143518	
007C509E	Star	4	Ariados	45	Fire	2319BAF9	14E9B228	18	31	31	23	31	1	Sniper (H)	Docile	♂	69	113	101	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	8147102	
007C558A	Star	5	Milotic	75	Rock	2319BFE5	221384D2	15	22	31	31	31	31	Competitive (2)	Lax	♂	127	176	190	Chilling Water	Surf	Dragon Pulse	Attract	0	8148362	
007C8FF9	Star	5	Probopass	75	Bug	2319FA54	20978656	31	15	31	8	31	31	Magnet Pull (2)	Adamant	♂	62	216	141	Body Press	Power Gem	Flash Cannon	Harden	0	8163321	
007CF598	Star	4	Dipplin	45	Ghost	231A5FF3	EE7748B6	14	31	4	31	13	31	Sticky Hold (H)	Serious	♂	248	118	103	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	8189336	
007D21DA	Square	4	Illumise	45	Rock	231A8C35	25A78367	31	22	4	31	31	3	Tinted Lens (2)	Quirky	♀	145	168	84	Bug Buzz	Giga Drain	Quick Attack	Attract	0	8200666	
007D2B35	Star	3	Clefairy	35	Dark	231A9590	832525E4	23	31	31	13	13	13	Friend Guard (H)	Lax	♀	151	214	140	Meteor Mash	Dazzling Gleam	Encore	Charm	0	8203061	
007D2DC3	Star	3	Swadloon	35	Dark	231A981E	D53173F0	20	1	31	10	19	31	Leaf Guard (1)	Timid	♂	72	114	62	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	8203715	
007D3D28	Star	3	Swadloon	35	Poison	231AA783	6FFBC93A	14	31	29	27	24	31	Chlorophyll (2)	Relaxed	♀	178	200	181	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	8207656	
007D53E9	Star	4	Crawdaunt	45	Ground	231ABE44	750DD3CC	26	31	22	31	8	31	Adaptability (H)	Mild	♂	83	151	88	Knock Off	Crabhammer	Aqua Jet	Taunt	0	8213481	
007D5887	Star	5	Victreebel	75	Flying	231AC2E2	D18F774E	31	31	31	31	7	20	Chlorophyll (1)	Brave	♂	117	203	140	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	8214663	
007D5D8B	Star	4	Mightyena	45	Bug	231AC7E6	CF7269B3	13	19	31	15	31	31	Intimidate (1)	Docile	♂	97	84	193	Crunch	Play Rough	Howl	Take Down	0	8215947	
007D6976	Star	5	Golem-Normal	75	Fairy	231AD3D1	C52663E7	31	31	1	31	31	5	Rock Head (1)	Lonely	♂	174	96	189	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	8218998	
007D7260	Star	4	Hakamo-o	45	Grass	231ADCBB	B2931452	17	18	31	31	13	31	Soundproof (2)	Timid	♂	41	174	165	Dragon Claw	Screech	Close Combat	Metal Claw	0	8221280	
007DB9A1	Star	3	Swadloon	35	Dark	231B23FC	FCF15A30	14	24	31	31	30	2	Leaf Guard (1)	Serious	♂	169	133	83	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	8239521	
007E306B	Star	4	Magcargo	45	Bug	231B9AC6	BC801A41	0	31	31	29	31	18	Flame Body (2)	Hasty	♀	129	22	143	Flamethrower	Rock Tomb	Harden	Rock Slide	0	8269931	
007E43CF	Star	4	Illumise	45	Water	231BAE2A	1F4EB98F	3	20	5	31	31	31	Tinted Lens (2)	Timid	♀	67	130	87	Bug Buzz	Giga Drain	Quick Attack	Attract	0	8274895	
007E47DE	Star	4	Furret	45	Fire	231BB239	263D80FC	31	30	31	31	29	31	Run Away (1)	Mild	♂	90	105	231	Take Down	Flamethrower	Sucker Punch	Charm	0	8275934	
007E5C6A	Star	4	Leavanny	45	Rock	231BC6C5	E87C4EBD	31	30	16	31	31	18	Overcoat (H)	Rash	♀	146	58	103	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	8281194	
007E7DAC	Star	3	Mienfoo	35	Ghost	231BE807	F4F65237	12	31	27	31	25	17	Inner Focus (1)	Lonely	♀	28	156	152	Force Palm	Fake Out	Knock Off	Feint	0	8289708	
007EB872	Star	5	Politoed	75	Psychic	231C22CD	89FB2F3A	21	6	31	31	31	31	Drizzle (H)	Jolly	♂	179	36	139	Surf	Hyper Voice	Weather Ball	Encore	0	8304754	
007EDEA2	Star	3	Chingling	35	Dark	231C48FD	3A7D9CBC	16	8	31	23	27	31	Levitate (1)	Timid	♀	144	148	175	Confusion	Yawn	Last Resort	Uproar	0	8314530	
007F145E	Star	4	Mightyena	45	Fire	231C7EB9	AB760DB7	31	2	19	31	12	31	Quick Feet (2)	Careful	♀	105	85	179	Crunch	Play Rough	Howl	Take Down	0	8328286	
007F3765	Star	4	Piloswine	45	Normal	231CA1C0	B4BE127F	31	13	9	3	31	31	Oblivious (1)	Sassy	♂	161	167	74	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	8337253	
007F51C7	Star	4	Dusclops	45	Flying	231CBC22	0B64ADA5	23	18	31	31	31	15	Frisk (H)	Naughty	♀	206	98	144	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	8344007	
007F6DB6	Star	3	Mienfoo	35	Fairy	231CD811	813C27FD	21	12	31	28	11	31	Reckless (H)	Brave	♂	143	15	90	Force Palm	Fake Out	Knock Off	Feint	0	8351158	
007F74DA	Star	4	Magcargo	45	Rock	231CDF35	24FE823F	31	19	27	31	31	9	Weak Armor (H)	Impish	♂	17	142	125	Flamethrower	Rock Tomb	Harden	Rock Slide	0	8352986	
007FC97C	Square	5	Golem-Normal	75	Grass	231D33D7	D6847044	31	31	31	29	31	10	Sturdy (2)	Timid	♀	63	129	206	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	8374652	
007FDA12	Star	4	Clefable	45	Psychic	231D446D	5E7AF8BB	23	31	31	29	31	14	Unaware (H)	Calm	♀	178	61	124	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	8378898	
007FF15F	Star	4	Furret	45	Steel	231D5BBA	A7E30122	31	24	31	3	31	8	Run Away (1)	Quiet	♂	168	75	105	Take Down	Flamethrower	Sucker Punch	Charm	0	8384863	
007FF722	Star	3	Sandshrew-Normal	35	Water	231D617D	688BCE4A	4	2	31	31	6	12	Sand Rush (H)	Gentle	♀	140	165	44	Flail	Bulldoze	Slash	Sandstorm	0	8386338	
00800827	Star	3	Sandshrew-Normal	35	Flying	231D7282	9F1039D1	21	31	31	7	31	18	Sand Rush (H)	Mild	♀	49	116	104	Flail	Bulldoze	Slash	Sandstorm	0	8390695	
00801255	Star	4	Hakamo-o	45	Dark	231D7CB0	71C5D704	10	31	5	31	31	21	Soundproof (2)	Hardy	♀	149	41	154	Dragon Claw	Screech	Close Combat	Metal Claw	0	8393301	
00804810	Star	3	Swadloon	35	Grass	231DB26B	80C52604	14	1	30	1	31	31	Leaf Guard (1)	Docile	♀	176	179	150	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	8407056	
00804EE4	Star	4	Illumise	45	Poison	231DB93F	D11F77DE	31	15	10	31	31	25	Prankster (H)	Hardy	♀	95	180	37	Bug Buzz	Giga Drain	Quick Attack	Attract	0	8408804	
008067C5	Star	4	Clefable	45	Normal	231DD220	B6E11020	25	25	31	20	31	31	Cute Charm (1)	Jolly	♂	138	150	14	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	8415173	
0080A48D	Star	3	Gurdurr	35	Steel	231E0EE8	FC265AE7	31	31	14	8	31	24	Iron Fist (H)	Timid	♂	128	161	74	Low Kick	Rock Slide	Scary Face	Slam	0	8430733	
0080B63F	Star	3	Gurdurr	35	Steel	231E209A	A9640FA5	6	21	14	31	31	15	Iron Fist (H)	Careful	♀	199	173	79	Low Kick	Rock Slide	Scary Face	Slam	0	8435263	
0080B69A	Star	4	Ariados	45	Rock	231E20F5	05FDA33C	31	7	12	4	31	31	Sniper (H)	Naughty	♂	103	152	185	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	8435354	
0080F04C	Star	4	Graveler-Normal	45	Ghost	231E5AA7	367590B4	31	31	31	24	10	31	Sturdy (2)	Sassy	♀	200	158	123	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	8450124	
0080F632	Star	3	Lombre	35	Psychic	231E608D	9D783BB9	31	6	31	27	15	22	Own Tempo (H)	Bold	♂	164	117	182	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	8451634	
0080FD63	Star	4	Carbink	45	Psychic	231E67BE	59FEFF3F	31	31	31	28	15	31	Sturdy (H)	Impish	-	149	92	126	Power Gem	Moonblast	Stone Edge	Light Screen	0	8453475	
00810051	Square	4	Carbink	45	Electric	231E6AAC	5C25FAE5	17	31	31	4	19	31	Clear Body (1)	Lonely	-	154	165	210	Power Gem	Moonblast	Stone Edge	Light Screen	0	8454225	
00810E5B	Star	4	Piloswine	45	Ground	231E78B6	4A5EEC9F	8	31	31	31	17	29	Thick Fat (H)	Timid	♀	101	117	113	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	8457819	
00810EF5	Square	5	Ludicolo	75	Dark	231E7950	32D49414	4	31	31	9	31	31	Swift Swim (1)	Quiet	♂	191	142	180	Energy Ball	Surf	Fake Out	Trailblaze	0	8457973	
008112FC	Star	5	Kommo-o	75	Grass	231E7D57	F44E528F	31	31	31	3	30	31	Soundproof (2)	Calm	♀	137	122	50	Brick Break	Dragon Claw	Boomburst	Scary Face	0	8459004	
00816E62	Star	4	Mightyena	45	Fairy	231ED8BD	02B0A471	31	9	28	13	31	31	Quick Feet (2)	Quirky	♂	11	192	184	Crunch	Play Rough	Howl	Take Down	0	8482402	
00817B7A	Star	5	Victreebel	75	Rock	231EE5D5	0A1BACDA	20	31	17	31	31	31	Chlorophyll (1)	Relaxed	♂	46	88	142	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	8485754	
00819C7D	Star	5	Dusknoir	75	Water	231F06D8	728ED44F	31	10	10	31	31	31	Pressure (1)	Modest	♂	98	42	101	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	8494205	
0081BAD5	Star	4	Magcargo	45	Dark	231F2530	2F6789A6	29	31	19	10	31	31	Weak Armor (H)	Naughty	♀	114	152	194	Flamethrower	Rock Tomb	Harden	Rock Slide	0	8501973	
0081DE3F	Star	3	Noctowl	35	Steel	231F489A	B41012D1	31	1	7	30	31	4	Tinted Lens (H)	Relaxed	♂	118	225	148	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	8511039	
0081E9CF	Star	4	Magcargo	45	Water	231F542A	DAE87C29	31	31	14	31	27	28	Flame Body (2)	Timid	♀	182	243	180	Flamethrower	Rock Tomb	Harden	Rock Slide	0	8513999	
0082010D	Star	4	Graveler-Normal	45	Steel	231F6B68	AC840A45	7	31	20	31	31	5	Sand Veil (H)	Naive	♂	137	187	134	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	8519949	
00821C26	Star	3	Chingling	35	Fighting	231F8681	CE4D688C	31	31	31	3	10	20	Levitate (1)	Adamant	♀	124	98	80	Confusion	Yawn	Last Resort	Uproar	0	8526886	
